Li-conc,eff,IPCC,AWARE
0.9,0.15,8.126041149838011,2.320108354389061
0.9,0.13999999999999999,8.171995349572414,2.380866956397039
0.9,0.12999999999999998,8.225509225659852,2.450988817036051
0.9,0.11999999999999998,8.288605368781155,2.532819075900777
0.9,0.10999999999999999,8.364094379074267,2.62955715550574
0.9,0.09999999999999999,8.455998145750808,2.7456854052555024
0.9,0.09,8.570275855043961,2.887682726459381
0.9,0.08,8.716140800086125,3.0652765795621386
0.9,0.07,8.908608619842505,3.29377046337028
0.9,0.060000000000000005,9.173854807785824,3.598706770792244
0.9,0.05,9.561754479591142,4.026151119976921
0.9,0.04,10.179818082512158,4.668484562614616
0.9,0.03,11.306495467798937,5.742152832742107
0.9,0.019999999999999997,13.921991597908848,7.901159390135351
0.9,0.01,24.665614576193065,14.471544655987234
0.8,0.15,8.266718013552506,2.429513570094702
0.8,0.13999999999999999,8.318416487496958,2.497866996353162
0.8,0.12999999999999998,8.378619597214126,2.576754088417341
0.8,0.11999999999999998,8.449602757186538,2.6688131282926433
0.8,0.10999999999999999,8.534527892523233,2.7776434662552285
0.8,0.09999999999999999,8.637919628520955,2.90828774531141
0.8,0.09,8.766482049593895,3.0680347293274792
0.8,0.08,8.930580110364373,3.2678278111436256
0.8,0.07,9.147106404420898,3.5248834266651414
0.8,0.060000000000000005,9.445508367846283,3.8679367828918645
0.8,0.05,9.881895492239682,4.3488116686858325
0.8,0.04,10.577217022634024,5.071436750278964
0.8,0.03,11.844729049814466,6.279313505695264
0.8,0.019999999999999997,14.78716217854648,8.708195908803747
0.8,0.01,26.873737852199515,16.09987922469162
0.7000000000000001,0.15,8.447588289705578,2.5701773420844676
0.7000000000000001,0.13999999999999999,8.506672255906597,2.648295538206036
0.7000000000000001,0.12999999999999998,8.575475805186347,2.738452208714814
0.7000000000000001,0.11999999999999998,8.656599411062208,2.8436625328403435
0.7000000000000001,0.10999999999999999,8.753656701984188,2.968040053475389
0.7000000000000001,0.09999999999999999,8.871818670674399,3.117347773208185
0.7000000000000001,0.09,9.018747149165945,3.299915760113613
0.7000000000000001,0.08,9.206287777282604,3.528250695220321
0.7000000000000001,0.07,9.453746374954482,3.822028503938113
0.7000000000000001,0.060000000000000005,9.79477716708749,4.214089455799567
0.7000000000000001,0.05,10.293505275308295,4.763660716446405
0.7000000000000001,0.04,11.088158413348651,5.589517931542024
0.7000000000000001,0.03,12.536743488679528,6.96994841520958
0.7000000000000001,0.019999999999999997,15.89952394930134,9.745813759445902
0.7000000000000001,0.01,29.712752321440146,18.193451189413445
0.6000000000000001,0.15,8.688748985987273,2.7577291928253205
0.6000000000000001,0.13999999999999999,8.75768028663132,2.848867101877862
0.6000000000000001,0.12999999999999998,8.837951088565172,2.954049867428962
0.6000000000000001,0.11999999999999998,8.93259529885951,3.076795250035711
0.6000000000000001,0.10999999999999999,9.045828817525827,3.2219023832473894
0.6000000000000001,0.09999999999999999,9.183684452673775,3.396094729265411
0.6000000000000001,0.09,9.355101017142816,3.6090907217282115
0.6000000000000001,0.08,9.573898424562877,3.8754814890327682
0.6000000000000001,0.07,9.86260013233752,4.218222278324632
0.6000000000000001,0.060000000000000005,10.260469412759743,4.675626759315317
0.6000000000000001,0.05,10.842318876541725,5.316793212306015
0.6000000000000001,0.04,11.769414237944122,6.280293331595731
0.6000000000000001,0.03,13.459430237526982,7.890795662125818
0.6000000000000001,0.019999999999999997,17.382674250814468,11.129305348081822
0.6000000000000001,0.01,33.49810793724226,20.984882707840605
0.5000000000000001,0.15,9.026373697405749,3.020301752195902
0.5000000000000001,0.13999999999999999,9.1090912527789,3.1296672303249453
0.5000000000000001,0.12999999999999998,9.205416219819433,3.2558865608257674
0.5000000000000001,0.11999999999999998,9.318989271741412,3.403181019394594
0.5000000000000001,0.10999999999999999,9.454869493625063,3.577309578587464
0.5000000000000001,0.09999999999999999,9.620296255174475,3.786340393015413
0.5000000000000001,0.09,9.825996121585069,4.04193555836279
0.5000000000000001,0.08,10.088553019663449,4.361604502551993
0.5000000000000001,0.07,10.434995067677603,4.772893448140588
0.5000000000000001,0.060000000000000005,10.912438192200211,5.321778798607831
0.5000000000000001,0.05,11.610657566429985,6.0911785885503225
0.5000000000000001,0.04,12.72317197554623,7.24737867803295
0.5000000000000001,0.03,14.75119114700295,9.179981418056062
0.5000000000000001,0.019999999999999997,19.459083985757285,13.066193124997621
0.5000000000000001,0.01,38.797604336043506,24.892885911802907
0.40000000000000013,0.15,9.53281050386174,3.4141604903287743
0.40000000000000013,0.13999999999999999,9.63620745012837,3.550867347694205
0.40000000000000013,0.12999999999999998,9.756613653913687,3.7086415042483765
0.40000000000000013,0.11999999999999998,9.898579962902755,3.89275956979026
0.40000000000000013,0.10999999999999999,10.068430220468413,4.110420228918129
0.40000000000000013,0.09999999999999999,10.275213676505988,4.371708766866368
0.40000000000000013,0.09,10.532338498809072,4.691202710242561
0.40000000000000013,0.08,10.860534595022513,5.0907888430380215
0.40000000000000013,0.07,11.29358714971606,5.604900034406107
0.40000000000000013,0.060000000000000005,11.890391017796366,6.291006663114546
0.40000000000000013,0.05,12.763165199229451,7.252756360482419
0.40000000000000013,0.04,14.153808178127688,8.698006473729732
0.40000000000000013,0.03,16.688832036855988,11.113759798134069
0.40000000000000013,0.019999999999999997,22.573697840173654,15.971524229468107
0.40000000000000013,0.01,46.74684727113528,30.75488959719589
0.30000000000000016,0.15,10.376873238711244,4.070592017920559
0.30000000000000016,0.13999999999999999,10.514735833592598,4.252867818230336
0.30000000000000016,0.12999999999999998,10.675277456822142,4.463233393552613
0.30000000000000016,0.11999999999999998,10.864565880251986,4.7087241624509035
0.30000000000000016,0.10999999999999999,11.091032904031811,4.99893839216786
0.30000000000000016,0.09999999999999999,11.366744178466128,5.347323089433125
0.30000000000000016,0.09,11.709577312550099,5.773315080752841
0.30000000000000016,0.08,12.147172133958497,6.306096623358967
0.30000000000000016,0.07,12.724575558174541,6.991578212231715
0.30000000000000016,0.060000000000000005,13.520314130962962,7.906387187944299
0.30000000000000016,0.05,14.684013109898103,9.188720195298442
0.30000000000000016,0.04,16.538203826630028,11.11572038067697
0.30000000000000016,0.03,19.918235876529877,14.33672509008415
0.30000000000000016,0.019999999999999997,27.764724020879992,20.81374455921579
0.30000000000000016,0.01,59.995591945327,40.52489973884634
