"Substance";"categories";"location";"CF_DALY_per_kg"
"Nitrogen oxides";"('air',)";"CN";1.47e-05
"Nitrogen oxides";"('air',)";"IAI Area, South America";5.97e-06
"Nitrogen oxides";"('air',)";"ZA";3.86e-06
"Nitrogen oxides";"('air',)";"AT";3.47e-05
"Nitrogen oxides";"('air',)";"CA-AB";1.83e-06
"Nitrogen oxides";"('air',)";"CH";6.69e-05
"Nitrogen oxides";"('air',)";"GLO";1.86e-06
"Nitrogen oxides";"('air',)";"DE";5.84e-05
"Nitrogen oxides";"('air',)";"Europe without Austria";1.53e-05
"Nitrogen oxides";"('air',)";"BE";9.61e-05
"Nitrogen oxides";"('air',)";"PH";5.38e-05
"Nitrogen oxides";"('air',)";"FR";3.45e-05
"Nitrogen oxides";"('air',)";"ES";1.94e-05
"Nitrogen oxides";"('air',)";"RoW";1.86e-06
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"RER";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"IAI Area, Russia & RER w/o EU27 & EFTA";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"IAI Area, Asia, without China and GCC";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"CA";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"US";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"IAI Area, EU27 & EFTA";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"CN";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"IAI Area, Gulf Cooperation Council";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"IAI Area, South America";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"RNA";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"CH";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"IAI Area, Africa";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"GLO";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"DE";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"UN-OCEANIA";0
"Nitrogen oxides";"('air', 'lower stratosphere + upper troposphere')";"RoW";0
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-BA";5.59e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-BC";1.12e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-NF";3.03e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-NPCC";2.14e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IE";1.69e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-PI";4.03e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"RO";2.1e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-LN";1.55e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-AM";1.86e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"ZM";2.74e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-CT";7.54e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-Southern grid";1.67e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-OR";1.14e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-GA";1.45e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-KL";5.28e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-MG";1.8e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"MK";2.34e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"RU";2.42e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IT";3.34e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"MX";8.08e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-NM";4.48e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"Europe without Switzerland";1.53e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-SD";2.26e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-HB";1.97e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CO";1.72e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"ZA";3.86e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-SH";6.87e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"HN";2.84e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CH";6.69e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"SA";7.32e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"EE";1.21e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-CE";8.64e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"KZ";2.03e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"TH";1.47e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-PR";2.18e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-TO";3.24e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"NO";2.5e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CR";1.28e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-MH";9.06e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"DK";2.55e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"KR";2.96e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-HN";3.82e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-NS";2.57e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"TW";8.53e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"ES";1.94e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-HU";2.9e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-North-eastern grid";7.09e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"LT";1.51e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BA";2.27e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-SX";2.52e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-CQ";6.04e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-PE";2.17e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-ON";3.6e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-MP";6.73e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-HE";2.97e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-South-eastern grid";2.86e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BG";1.46e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"PT";2.19e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN";1.21e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-SP";4.69e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-TN";1.98e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"PE";4.14e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-AP";1.07e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-MS";3.06e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"SK";2.92e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"EC";2.45e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"JP";6.81e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-Mid-western grid";4.53e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-JX";3.71e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-MRO";4.79e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-JH";1.76e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-HA";3.42e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"ID";3.17e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"AR";1.88e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BD";3.74e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-JS";3.53e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-RR";7.14e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"TZ";1.43e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-UP";1.22e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"GLO";1.86e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-AS";2.78e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-JL";1.15e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-NB";2.76e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BE";9.61e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"NZ";1.33e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-PY";3.3e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"PH";5.38e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"UCTE without Germany";2.78e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-DL";1.93e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"UA";1.65e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-XJ";2.24e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-TJ";3.08e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-DF";9.71e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-HR";9e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"RER";1.53e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"LU";6.14e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-RS";1.11e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-YN";3.51e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-BJ";3.13e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IR";6.1e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA";8.26e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-PB";1.3e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-GX";2.99e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"RNA";2.39e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-ES";1.73e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-QC";1.51e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-GO";1.2e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR";7.67e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-WECC";3.6e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"TR";1.88e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-HICC";3.21e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-FJ";4.47e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-SE";1.49e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-XZ";1.1e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"GB";5.44e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"Canada without Quebec";7.32e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-GJ";4.98e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-RO";2.22e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"UCTE";3.15e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-RFC";2.11e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"VN";4.16e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-MT";1.67e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IL";2.41e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"NL";7.59e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-SERC";1.23e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"GR";9.69e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"LK";3.65e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-NT";1.16e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-SA";2.23e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"MY";2.44e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-SK";6.72e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"AT";3.47e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"GH";2.91e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"HU";2.21e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-AC";2.6e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"DE";5.84e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"KE";2.12e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CI";1.4e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-KA";1.54e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-NX";1.39e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-QH";2.73e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-AH";2.69e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"PL";2.43e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"RoW";1.86e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"SI";3.59e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-ASCC";8.7e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CZ";3.59e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-Northern grid";2.47e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-GD";6.4e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"FI";5.59e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-MA";7.14e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"LV";1.23e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"AU";4.18e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-WB";3.94e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-MB";7.06e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-HL";9.1e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-ZJ";5.72e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"MT";1.94e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"RS";2.35e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"SE";5.6e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-TR";3.05e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US";6.1e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN";1.47e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-GZ";5.01e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CA-AB";1.83e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-SC";2.7e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"HR";1.99e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-RJ";3.92e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-BR";2.3e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CL";7.22e-07
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CN-GS";1.03e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"IN-AP";9.89e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"FR";3.45e-05
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"BR-PA";3.58e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"US-TRE";5.9e-06
"Nitrogen oxides";"('air', 'non-urban air or from high stacks')";"CY";7.73e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"RER";0.000131
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-RS";9.65e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-BA";4.35e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"CA";7.37e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-PI";3.24e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"RNA";2.01e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-ES";0.000136
"Ammonia";"('air', 'non-urban air or from high stacks')";"CA-QC";1.41e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-GO";7.72e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR";5.56e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-AM";1.12e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"TR";0.000137
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-SE";0.000104
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-RO";1.41e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"Canada without Quebec";6.45e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"IN-GJ";3.79e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"IN-OR";6.55e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-MG";0.000132
"Ammonia";"('air', 'non-urban air or from high stacks')";"RU";2.06e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-MT";1.06e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"VN";0.000307
"Ammonia";"('air', 'non-urban air or from high stacks')";"IT";0.00024
"Ammonia";"('air', 'non-urban air or from high stacks')";"MX";5.75e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"IL";0.000178
"Ammonia";"('air', 'non-urban air or from high stacks')";"NL";0.000785
"Ammonia";"('air', 'non-urban air or from high stacks')";"CN-NM";4.09e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"LK";0.000286
"Ammonia";"('air', 'non-urban air or from high stacks')";"MY";0.000149
"Ammonia";"('air', 'non-urban air or from high stacks')";"CO";0.000114
"Ammonia";"('air', 'non-urban air or from high stacks')";"ZA";3.05e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"AT";0.000285
"Ammonia";"('air', 'non-urban air or from high stacks')";"HN";0.000224
"Ammonia";"('air', 'non-urban air or from high stacks')";"GH";0.000201
"Ammonia";"('air', 'non-urban air or from high stacks')";"CH";0.000564
"Ammonia";"('air', 'non-urban air or from high stacks')";"HU";0.00017
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-AC";1.28e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"DE";0.000531
"Ammonia";"('air', 'non-urban air or from high stacks')";"KE";0.000161
"Ammonia";"('air', 'non-urban air or from high stacks')";"CI";9.98e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-CE";7.03e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"TH";0.000105
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-PR";0.000153
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-TO";2.08e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"CR";9.95e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"IN-MH";6.38e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"ES";0.000153
"Ammonia";"('air', 'non-urban air or from high stacks')";"RoW";1.44e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-MA";5.29e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"IN";7.49e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-SP";0.000345
"Ammonia";"('air', 'non-urban air or from high stacks')";"FI";4.72e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"PE";2.87e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-AP";7.62e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-MS";2.11e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"AU";3.91e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"EC";0.000169
"Ammonia";"('air', 'non-urban air or from high stacks')";"ID";0.000203
"Ammonia";"('air', 'non-urban air or from high stacks')";"AR";1.62e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"US";5.04e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BD";0.00021
"Ammonia";"('air', 'non-urban air or from high stacks')";"CN";0.000111
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-RR";4.84e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"IN-UP";6.84e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"GLO";1.44e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"CL";7.81e-06
"Ammonia";"('air', 'non-urban air or from high stacks')";"NZ";1.28e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BE";0.000929
"Ammonia";"('air', 'non-urban air or from high stacks')";"PH";0.000431
"Ammonia";"('air', 'non-urban air or from high stacks')";"FR";0.000301
"Ammonia";"('air', 'non-urban air or from high stacks')";"UA";0.000137
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-PA";2.47e-05
"Ammonia";"('air', 'non-urban air or from high stacks')";"BR-DF";0.000616
"Ammonia";"('air',)";"RER";0.000131
"Ammonia";"('air',)";"Europe without Switzerland";0.00013
"Ammonia";"('air',)";"MY";0.000149
"Ammonia";"('air',)";"CO";0.000114
"Ammonia";"('air',)";"US";5.04e-05
"Ammonia";"('air',)";"MA";4.39e-05
"Ammonia";"('air',)";"CN";0.000111
"Ammonia";"('air',)";"ZA";3.05e-05
"Ammonia";"('air',)";"AT";0.000285
"Ammonia";"('air',)";"CA-AB";1.54e-05
"Ammonia";"('air',)";"RNA";2.01e-05
"Ammonia";"('air',)";"IN";7.49e-05
"Ammonia";"('air',)";"CH";0.000564
"Ammonia";"('air',)";"PE";2.87e-05
"Ammonia";"('air',)";"CA-QC";1.41e-05
"Ammonia";"('air',)";"BR";5.56e-05
"Ammonia";"('air',)";"GLO";1.44e-05
"Ammonia";"('air',)";"DE";0.000531
"Ammonia";"('air',)";"BE";0.000929
"Ammonia";"('air',)";"PH";0.000431
"Ammonia";"('air',)";"FR";0.000301
"Ammonia";"('air',)";"ES";0.000153
"Ammonia";"('air',)";"RoW";1.44e-05
"Ammonia";"('air',)";"TN";4.81e-05
"Ammonia";"('air',)";"IT";0.00024
"Ammonia";"('air', 'urban air close to ground')";"CA-BC";9.57e-06
"Ammonia";"('air', 'urban air close to ground')";"IS";5.7e-06
"Ammonia";"('air', 'urban air close to ground')";"CA-NF";2.53e-06
"Ammonia";"('air', 'urban air close to ground')";"US-NPCC";0.000203
"Ammonia";"('air', 'urban air close to ground')";"IE";0.000147
"Ammonia";"('air', 'urban air close to ground')";"RO";0.000156
"Ammonia";"('air', 'urban air close to ground')";"CN-LN";0.000135
"Ammonia";"('air', 'urban air close to ground')";"BR-Southern grid";0.000128
"Ammonia";"('air', 'urban air close to ground')";"IN-KL";0.000347
"Ammonia";"('air', 'urban air close to ground')";"MK";0.000171
"Ammonia";"('air', 'urban air close to ground')";"RLA";4.98e-05
"Ammonia";"('air', 'urban air close to ground')";"RU";2.06e-05
"Ammonia";"('air', 'urban air close to ground')";"IT";0.00024
"Ammonia";"('air', 'urban air close to ground')";"MX";5.75e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-NM";4.09e-05
"Ammonia";"('air', 'urban air close to ground')";"Europe without Switzerland";0.00013
"Ammonia";"('air', 'urban air close to ground')";"CN-HB";0.000161
"Ammonia";"('air', 'urban air close to ground')";"CN-SD";0.000179
"Ammonia";"('air', 'urban air close to ground')";"CO";0.000114
"Ammonia";"('air', 'urban air close to ground')";"ZA";3.05e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-SH";0.000598
"Ammonia";"('air', 'urban air close to ground')";"CH";0.000564
"Ammonia";"('air', 'urban air close to ground')";"SA";5.44e-06
"Ammonia";"('air', 'urban air close to ground')";"EE";9.84e-05
"Ammonia";"('air', 'urban air close to ground')";"TH";0.000105
"Ammonia";"('air', 'urban air close to ground')";"NO";2.16e-05
"Ammonia";"('air', 'urban air close to ground')";"DK";0.000225
"Ammonia";"('air', 'urban air close to ground')";"KR";0.000246
"Ammonia";"('air', 'urban air close to ground')";"CN-HN";0.00027
"Ammonia";"('air', 'urban air close to ground')";"CA-NS";2.15e-05
"Ammonia";"('air', 'urban air close to ground')";"TW";0.000583
"Ammonia";"('air', 'urban air close to ground')";"ES";0.000153
"Ammonia";"('air', 'urban air close to ground')";"CN-HU";0.000209
"Ammonia";"('air', 'urban air close to ground')";"BR-North-eastern grid";5.52e-05
"Ammonia";"('air', 'urban air close to ground')";"LT";0.000121
"Ammonia";"('air', 'urban air close to ground')";"BA";0.000152
"Ammonia";"('air', 'urban air close to ground')";"RER w/o RU";0.000183
"Ammonia";"('air', 'urban air close to ground')";"CN-CQ";0.000422
"Ammonia";"('air', 'urban air close to ground')";"CN-SX";0.000194
"Ammonia";"('air', 'urban air close to ground')";"CA-PE";1.9e-05
"Ammonia";"('air', 'urban air close to ground')";"CA-ON";3.25e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-HE";0.000221
"Ammonia";"('air', 'urban air close to ground')";"BG";0.000109
"Ammonia";"('air', 'urban air close to ground')";"BR-South-eastern grid";0.00021
"Ammonia";"('air', 'urban air close to ground')";"PT";0.000157
"Ammonia";"('air', 'urban air close to ground')";"IN";7.49e-05
"Ammonia";"('air', 'urban air close to ground')";"IN-TN";0.000156
"Ammonia";"('air', 'urban air close to ground')";"PE";2.87e-05
"Ammonia";"('air', 'urban air close to ground')";"RAF";3.89e-05
"Ammonia";"('air', 'urban air close to ground')";"UN-OCEANIA";5.65e-06
"Ammonia";"('air', 'urban air close to ground')";"SK";0.00023
"Ammonia";"('air', 'urban air close to ground')";"JP";0.000531
"Ammonia";"('air', 'urban air close to ground')";"BR-Mid-western grid";2.94e-05
"Ammonia";"('air', 'urban air close to ground')";"WEU";0.000425
"Ammonia";"('air', 'urban air close to ground')";"US-MRO";4.11e-05
"Ammonia";"('air', 'urban air close to ground')";"CN-JX";0.000263
"Ammonia";"('air', 'urban air close to ground')";"CN-HA";0.000223
"Ammonia";"('air', 'urban air close to ground')";"ID";0.000203
"Ammonia";"('air', 'urban air close to ground')";"AR";1.62e-05
